date,stock,action,amount,price,value
2025-01-20,SZ300759,SELL,1691.1751491329098,7.66403865814209,12961.231720643835
2025-01-20,SZ300502,BUY,4102.968137191766,2.8630456924438477,11746.985251421243
2025-01-21,SZ002920,SELL,6346.120368263427,1.8896862268447876,11992.176253806569
2025-01-21,SH600918,BUY,5377.263343620056,2.2583200931549072,12143.581855082512
2025-01-21,SZ002938,BUY,5745.472608519473,2.090341329574585,12009.998851526954
2025-01-21,SZ300759,BUY,1580.7244042859788,7.656763076782227,12103.232253305463
2025-01-21,SZ000983,SELL,3860.1150970381923,3.120567798614502,12045.750870763077
2025-01-22,SH600600,BUY,1088.1539814101511,10.964351654052734,11930.90290593846
2025-01-22,SZ002714,SELL,712.71657000635,15.85495376586914,11300.088265619517
2025-01-22,SZ300450,BUY,628.469166551044,18.824325561523438,11830.50819653615
2025-01-22,SZ300759,SELL,1580.7244042859788,7.656763076782227,12103.232253305463
2025-01-23,SZ002920,BUY,6415.439058273101,1.8094736337661743,11608.567824978873
2025-01-23,SH600918,SELL,5377.263343620056,2.2313787937164307,11998.7113931825
2025-01-23,SZ300413,SELL,1484.426528071643,8.240191459655762,12231.958799102405
2025-01-24,SZ300782,BUY,1739.6223448398266,6.821350574493408,11866.573881374721
2025-01-24,SZ300450,SELL,628.469166551044,18.75507354736328,11786.985440914934
2025-01-24,SZ300832,BUY,3448.9458853665597,3.5584068298339844,12272.752594216185
2025-01-24,SZ300502,SELL,4102.968137191766,3.2028515338897705,13141.197791705501
2025-01-24,SZ002007,BUY,73.77535544440663,166.55648803710938,12287.764106509805
2025-01-27,SH600809,BUY,209.94746865247822,59.37987518310547,12466.654483593105
2025-01-27,SZ002938,SELL,5745.472608519473,2.1687681674957275,12460.598100575677
2025-01-27,SZ300661,BUY,1186.041053415838,10.730437278747559,12726.739133698333
2025-01-27,SZ002241,SELL,550.1028252123863,22.91303062438965,12604.522880654673
2025-02-05,SH603659,BUY,2936.2747731676436,4.287912368774414,12590.488917985826
2025-02-05,SH600600,SELL,1088.1539814101511,11.707207679748535,12739.244647913865
2025-02-05,SZ002938,BUY,5882.176767688136,2.299330949783325,13525.071094041772
2025-02-05,SZ002007,SELL,73.77535544440663,169.10012817382812,12475.42206171889
2025-02-06,SH600809,SELL,209.94746865247822,60.56047439575195,12714.518299781343
2025-02-06,SZ300014,BUY,2596.714514095634,4.952016830444336,12858.973977660666
2025-02-06,SH600918,BUY,5672.4623082971375,2.188589572906494,12414.691860644218
2025-02-06,SZ300661,SELL,1186.041053415838,11.286757469177246,13386.557718392058
2025-02-07,SH603659,SELL,2936.2747731676436,4.324747562408447,12698.647167818182
2025-02-07,SZ300014,SELL,2596.714514095634,4.952016830444336,12858.973977660666
2025-02-07,SH600584,BUY,1546.166431376092,8.34686279296875,12905.639057790373
2025-02-07,SH601788,BUY,19167.212565572616,0.6435853242874146,12335.736714699859
2025-02-10,SZ300782,SELL,1739.6223448398266,7.509405612945557,13063.529800745704
2025-02-10,SH600233,BUY,1693.0375114203455,5.283066272735596,8944.429375061032
2025-02-10,SH603392,BUY,669.7283752895769,13.095237731933594,8770.25229023865
2025-02-11,SH601100,SELL,1615.404895533723,5.241267204284668,8466.768700601802
2025-02-11,SH601788,SELL,19167.212565572616,0.707943856716156,13569.310386169846
2025-02-11,SZ300502,BUY,4353.917969960204,3.4264228343963623,14918.363951360298
2025-02-12,SH603392,SELL,669.7283752895769,13.417459487915039,8986.053343355057
2025-02-12,SZ000166,BUY,3647.762916955545,2.410435199737549,8792.696135326962
2025-02-12,SZ002007,BUY,49.97718812631439,164.64004516601562,8228.24651038686
2025-02-13,SH601100,BUY,910.9930690229104,4.990965843200684,4546.735290885908
2025-02-17,SZ300832,SELL,3448.9458853665597,3.5457963943481445,12229.259884634615
2025-02-18,SH601601,BUY,14527.616868154724,0.9340848326683044,13570.026571359542
2025-02-18,SZ000166,SELL,3647.762916955545,2.844224214553833,10375.055617356484
2025-02-19,SH600584,SELL,1546.166431376092,11.297444343566895,17467.729204362844
2025-02-19,SH600918,SELL,5672.4623082971375,3.2947704792022705,18689.461357764976
2025-02-19,SH600036,BUY,1540.3349795388099,14.977450370788574,23070.29071043216
2025-02-20,SZ000725,BUY,15851.281369320275,1.133421540260315,17966.18374471462
2025-02-20,SZ000661,BUY,318.3562956400811,58.50379180908203,18625.050441237876
2025-02-20,SH601689,SELL,4868.94686865513,3.3139538764953613,16135.46534982962
